,filename,alloc_size,array_index,bitvector,boolean,branch_cond,char_def,char_use,const_assign,counter,file_def,file_use,input,linear,loop_bound,loop_iterator,mode,offset,synt_const,unresolved_assign,used_in_arithm,A1,B2,C3,D4,E5,F6,G7,H8,I9,J10,K11,L12,M13,labels
3094,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--w1--masters--matrox_w1.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,1.85,13.38,5.2,0.0,0.0,26.76,25.27,0.0,0.0,12.26,48.69,0.0,0.0,8.17,0.0,13.75,12.26,14.12,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,5.0,307.0,5.0,3.0,299.0,10.0
3095,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--rc--keymaps--rc-lirc.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,42.22,13.33,0.0,0.0,48.88,44.44,0.0,0.0,24.44,48.88,0.0,2.22,35.55,0.0,35.55,24.44,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,2.0,110.0,5.0,12.0,93.0,10.0
3096,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--regulator--wm831x-ldo.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.93,7.49,3.58,0.0,0.0,18.67,16.82,0.0,0.0,16.93,39.63,0.0,0.0,7.6,0.0,12.48,16.93,24.75,0.0,0.0,0.0,0.0,100.0,1.0752700000000002,1.0989,3.0,35.0,602.0,50.0,13.0,539.0,10.0
3097,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--media--dvb--dvb-usb--dvb-usb-digitv.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.33,7.78,2.64,0.0,0.0,29.8,20.52,0.0,0.0,2.98,49.17,0.0,0.0,5.62,1.98,9.1,2.98,23.84,20.0,20.0,40.0,0.0,60.0,0.0,0.0,3.0,9.0,833.0,112.0,4.0,717.0,10.0
3098,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--w1--slaves--w1_ds2408.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.2,10.64,7.52,0.0,0.0,20.91,16.51,0.0,0.0,4.22,26.42,0.0,0.0,10.64,0.55,11.74,4.22,15.04,42.8571,42.8571,42.8571,0.0,57.1429,0.0,0.0,3.0,4.0,576.0,212.0,6.0,358.0,10.0
3099,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--rc--keymaps--rc-nec-terratec-cinergy-xs.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,42.22,13.33,0.0,0.0,48.88,44.44,0.0,0.0,24.44,48.88,0.0,2.22,35.55,0.0,35.55,24.44,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,2.0,134.0,3.0,0.0,131.0,10.0
3100,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--pci--ioapic.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,14.41,9.0,0.0,0.0,32.43,29.72,0.0,0.0,13.51,45.94,0.0,0.0,12.61,0.0,18.91,13.51,10.81,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,5.0,351.0,8.0,17.0,326.0,10.0
3101,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--message--i2o--i2o_bus.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.72,22.44,12.24,0.0,0.0,29.25,21.76,0.0,0.0,14.96,39.45,0.0,2.04,8.84,2.04,8.84,14.96,13.6,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,4.0,238.0,14.0,1.0,223.0,10.0
3102,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--media--dvb--dvb-usb--dvb-usb-a800.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.51,22.64,4.4,0.0,0.0,38.36,36.47,0.0,0.0,5.66,40.88,0.0,0.0,21.38,0.0,23.27,5.66,2.51,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,6.0,573.0,32.0,3.0,538.0,10.0
3103,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--hid--hid-gyration.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.43,18.04,3.9,0.0,0.0,39.51,36.09,0.0,0.0,5.36,47.31,0.0,0.97,8.78,0.0,14.14,5.36,13.17,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,14.0,316.0,14.0,8.0,294.0,10.0
3104,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--auxdisplay--cfag12864bfb.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,14.91,9.64,0.0,0.0,31.57,26.31,0.0,0.0,23.68,55.26,0.0,0.0,14.03,0.0,19.29,23.68,14.03,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,4.0,341.0,13.0,8.0,320.0,10.0
3105,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--rc--keymaps--rc-flyvideo.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,42.22,13.33,0.0,0.0,48.88,44.44,0.0,0.0,24.44,48.88,0.0,2.22,35.55,0.0,35.55,24.44,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,2.0,117.0,11.0,0.0,106.0,10.0
3106,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--hwmon--asus_atk0110.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,1.37,8.99,10.55,0.0,0.0,14.87,10.31,0.0,0.0,8.51,28.01,1.49,1.73,2.69,1.61,5.21,8.51,21.59,0.0,0.0,9.090910000000001,0.0,90.9091,1.78571,1.04348,3.0,8.0,1050.0,211.0,17.0,822.0,10.0
3107,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--dvb--dvb-usb--dvb-usb-nova-t-usb2.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,4.36,12.13,4.36,0.0,0.0,21.35,16.5,0.0,0.0,6.31,35.92,2.91,5.33,9.7,0.48,10.19,6.31,15.04,33.3333,33.3333,33.3333,0.0,66.6667,0.0,0.0,3.0,4.0,641.0,51.0,2.0,588.0,10.0
3108,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--dvb--dvb-usb--dvb-usb-ttusb2.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.02,5.98,5.12,0.0,0.0,27.13,15.17,0.0,0.0,2.45,38.14,0.1,0.64,4.59,0.64,7.69,2.45,20.83,50.0,50.0,50.0,0.0,50.0,0.0,0.0,3.0,18.0,1042.0,104.0,16.0,922.0,10.0
3109,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--media--rc--keymaps--rc-purpletv.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,44.82,13.79,0.0,0.0,51.72,51.72,0.0,0.0,20.68,51.72,0.0,0.0,41.37,0.0,41.37,20.68,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,3.0,117.0,2.0,0.0,115.0,10.0
3110,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--staging--speakup--speakup_ltlk.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,20.37,11.11,0.0,0.0,29.62,25.92,0.0,0.0,12.96,47.22,0.0,9.25,16.66,0.0,18.51,12.96,12.03,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,3.0,273.0,24.0,8.0,241.0,10.0
3111,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--dvb--ttpci--budget-patch.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.99,4.59,6.51,0.0,0.0,27.35,19.01,0.0,0.0,5.76,52.13,0.32,1.17,3.31,1.92,9.4,5.76,29.7,40.0,40.0,40.0,0.0,60.0,0.0,0.0,3.0,7.0,930.0,80.0,6.0,844.0,10.0
3112,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--staging--telephony--ixj_pcmcia.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.64,14.85,5.61,0.0,0.0,26.73,20.13,0.0,0.0,7.26,44.88,0.0,1.65,5.28,0.33,15.84,7.26,27.72,50.0,50.0,50.0,0.0,50.0,1.92308,1.7543900000000001,3.0,10.0,544.0,90.0,9.0,445.0,10.0
3113,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--usb--storage--ums-datafab.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,6.33,3.35,3.45,0.0,0.0,16.69,14.39,0.0,0.0,3.26,27.92,0.0,2.2,2.87,0.95,9.11,3.26,16.6,0.0,0.0,50.0,0.0,50.0,0.0,0.0,3.0,16.0,931.0,260.0,21.0,650.0,10.0
3114,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--video--gspca--gspca_benq.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.36,7.1,7.39,0.0,0.0,28.1,24.55,0.0,0.0,8.57,53.55,0.29,2.36,5.91,0.59,14.2,8.57,29.28,0.0,25.0,75.0,0.0,25.0,0.0,0.0,3.0,8.0,587.0,161.0,5.0,421.0,10.0
3115,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--media--rc--keymaps--rc-pixelview-002t.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,44.82,13.79,0.0,0.0,51.72,51.72,0.0,0.0,20.68,51.72,0.0,0.0,41.37,0.0,41.37,20.68,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,3.0,114.0,1.0,0.0,113.0,10.0
3116,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--rc--keymaps--rc-adstech-dvb-t-pci.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,42.22,13.33,0.0,0.0,48.88,44.44,0.0,0.0,24.44,48.88,0.0,2.22,35.55,0.0,35.55,24.44,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,2.0,117.0,4.0,0.0,113.0,10.0
3117,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--usb--serial--iuu_phoenix.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.12,5.09,2.52,0.0,0.0,14.97,19.62,0.0,0.0,8.55,37.02,0.0,0.0,4.05,3.21,7.21,8.55,21.74,33.3333,50.0,83.3333,0.0,16.6667,3.5087699999999997,1.44092,3.0,14.0,1006.0,155.0,17.0,834.0,10.0
3118,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--scsi--pcmcia--sym53c500_cs.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.56,5.74,5.13,0.0,0.0,18.89,14.37,0.0,0.0,3.28,29.46,0.0,0.0,5.13,0.41,11.39,3.28,25.87,0.0,0.0,10.0,20.0,90.0,2.1276599999999997,1.61812,3.0,11.0,942.0,140.0,6.0,796.0,10.0
3119,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--regulator--virtual.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,1.31,10.52,7.45,0.0,0.0,17.1,16.66,0.0,0.0,19.07,41.88,0.0,0.0,12.5,0.0,13.81,19.07,14.47,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,6.0,344.0,17.0,17.0,310.0,10.0
3120,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--misc--tifm_core.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.3,10.84,3.61,0.0,0.0,23.79,19.57,0.0,0.0,6.32,40.06,0.0,0.0,8.73,0.15,13.55,6.32,19.87,12.5,12.5,25.0,50.0,75.0,0.0,0.0,3.0,9.0,545.0,65.0,16.0,464.0,10.0
3121,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--media--rc--keymaps--rc-tivo.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,44.82,13.79,0.0,0.0,51.72,51.72,0.0,0.0,20.68,51.72,0.0,0.0,41.37,0.0,41.37,20.68,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,3.0,107.0,1.0,1.0,105.0,10.0
3122,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--leds--leds-bd2802.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.28,6.25,9.72,0.0,0.0,16.5,14.0,0.0,0.0,13.42,40.23,0.48,1.97,5.67,2.06,6.01,13.42,21.79,40.0,40.0,50.0,0.0,50.0,0.0,0.0,3.0,6.0,1019.0,195.0,19.0,805.0,10.0
3123,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--leds--ledtrig-gpio.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.52,12.33,6.56,0.0,0.0,24.14,22.3,0.0,0.0,14.17,33.33,0.0,0.52,13.12,0.26,17.06,14.17,16.53,0.0,0.0,0.0,0.0,100.0,2.53165,2.7027,3.0,5.0,298.0,13.0,2.0,283.0,10.0
3124,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--isdn--hardware--avm--b1pcmcia.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,10.83,12.31,0.0,0.0,23.64,16.74,0.0,0.0,9.85,42.36,0.49,1.47,8.12,0.24,8.86,9.85,27.83,0.0,0.0,0.0,0.0,100.0,2.94118,2.8571400000000002,3.0,5.0,316.0,50.0,3.0,263.0,10.0
3125,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--video--vfb.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.24,3.14,3.74,0.0,0.0,35.17,25.89,0.0,0.0,4.19,61.07,0.0,0.0,3.14,0.29,23.2,4.19,43.41,0.0,0.0,25.0,0.0,75.0,0.0,0.0,3.0,9.0,595.0,82.0,10.0,503.0,10.0
3126,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--rc--keymaps--rc-pctv-sedna.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,42.22,13.33,0.0,0.0,48.88,44.44,0.0,0.0,24.44,48.88,0.0,2.22,35.55,0.0,35.55,24.44,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,2.0,122.0,10.0,1.0,111.0,10.0
3127,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--dvb--dvb-usb--dvb-usb-rtl28xxu.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,6.76,2.8,4.03,0.0,0.0,20.19,8.73,0.0,0.0,3.7,33.8,0.57,1.4,1.89,0.08,2.88,3.7,22.58,20.0,20.0,40.0,0.0,60.0,0.0,0.0,3.0,13.0,988.0,78.0,21.0,889.0,10.0
3128,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--net--ppp--ppp_mppe.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,4.78,6.76,3.38,0.0,0.0,23.0,17.47,0.0,0.0,3.21,44.35,0.24,0.57,3.46,0.24,13.43,3.21,26.71,0.0,0.0,0.0,37.5,100.0,0.0,0.0,3.0,12.0,602.0,69.0,6.0,527.0,10.0
3129,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--usb--serial--metro-usb.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,5.69,16.95,4.76,0.0,0.0,16.02,14.7,0.0,0.0,4.9,24.63,0.52,0.92,2.38,0.0,9.8,4.9,14.3,0.0,0.0,66.6667,0.0,33.3333,1.53846,0.746269,3.0,11.0,707.0,106.0,6.0,595.0,10.0
3130,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--media--dvb--ttpci--budget-patch.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,1.29,5.78,3.09,0.0,0.0,24.92,21.63,0.0,0.0,2.19,49.35,0.0,0.0,4.68,1.79,10.36,2.19,28.31,40.0,40.0,40.0,0.0,60.0,0.0,0.0,3.0,7.0,905.0,62.0,14.0,829.0,10.0
3131,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--gpu--stub--poulsbo.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,37.5,17.5,0.0,0.0,47.5,47.5,0.0,0.0,22.5,47.5,0.0,0.0,37.5,0.0,37.5,22.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,4.0,331.0,7.0,0.0,324.0,10.0
3132,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--dvb--dvb-usb--dvb-usb-umt-010.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,10.37,4.24,0.0,0.0,31.6,21.69,0.0,0.0,5.18,40.56,0.0,1.41,7.54,0.0,9.43,5.18,11.32,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,5.0,663.0,18.0,0.0,645.0,10.0
3133,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--rc--keymaps--rc-pinnacle-color.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,42.22,13.33,0.0,0.0,48.88,44.44,0.0,0.0,24.44,48.88,0.0,2.22,35.55,0.0,35.55,24.44,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,2.0,126.0,3.0,1.0,122.0,10.0
3134,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--joystick--stinger.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,6.08,8.26,4.34,0.0,0.0,19.13,16.08,0.0,0.0,11.73,39.13,0.0,0.0,6.95,0.0,8.69,11.73,17.39,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,5.0,323.0,19.0,8.0,296.0,10.0
3135,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--rc--keymaps--rc-avermedia-rm-ks.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,42.22,13.33,0.0,0.0,48.88,44.44,0.0,0.0,24.44,48.88,0.0,2.22,35.55,0.0,35.55,24.44,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,2.0,119.0,10.0,0.0,109.0,10.0
3136,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--misc--ti_dac7512.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,16.52,5.21,0.0,0.0,31.3,26.95,0.0,0.0,10.43,35.65,0.0,0.0,13.91,0.0,20.86,10.43,12.17,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,3.0,290.0,6.0,4.0,280.0,10.0
3137,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--rc--keymaps--rc-snapstream-firefly.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,42.22,13.33,0.0,0.0,48.88,44.44,0.0,0.0,24.44,48.88,0.0,2.22,35.55,0.0,35.55,24.44,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,2.0,111.0,5.0,2.0,104.0,10.0
3138,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--video--backlight--lms283gf05.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.62,10.37,7.23,0.0,0.0,18.55,14.46,0.0,0.0,6.6,30.5,0.31,2.51,4.08,0.31,5.03,6.6,14.77,0.0,0.0,16.6667,0.0,83.3333,0.0,0.0,3.0,4.0,524.0,101.0,7.0,416.0,10.0
3139,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--hwmon--emc1403.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.91,7.95,5.57,0.0,0.0,22.54,20.95,0.0,0.0,12.2,35.01,0.0,0.0,7.42,0.0,15.11,12.2,19.62,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,5.0,350.0,8.0,3.0,339.0,10.0
3140,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--common--tuners--mxl5007t.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.88,4.33,4.24,0.0,0.0,32.83,21.15,0.0,0.0,3.8,43.0,0.53,1.59,2.38,0.53,5.48,3.8,32.3,14.2857,14.2857,14.2857,0.0,85.7143,0.0,0.0,3.0,15.0,753.0,135.0,16.0,602.0,10.0
3141,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--hid--hid-wacom.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,7.42,3.51,3.3,0.0,0.0,16.04,10.03,0.0,0.0,5.91,31.59,0.0,0.6,2.6,0.6,5.71,5.91,21.06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,6.0,575.0,89.0,15.0,471.0,10.0
3142,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--staging--speakup--speakup_txprt.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,30.64,9.67,0.0,0.0,38.7,35.48,0.0,0.0,17.74,38.7,0.0,1.61,29.03,0.0,29.03,17.74,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,2.0,184.0,24.0,0.0,160.0,10.0
3143,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--uwb--i1480--i1480-est.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,0.0,21.83,6.89,0.0,0.0,55.17,43.67,0.0,0.0,13.79,64.36,0.0,1.14,14.94,0.0,16.09,13.79,14.94,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,3.0,248.0,1.0,3.0,244.0,10.0
3144,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--touchscreen--fujitsu_ts.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,2.76,10.13,4.6,0.0,0.0,23.5,17.97,0.0,0.0,15.66,50.23,0.0,0.0,7.83,0.0,10.13,15.66,23.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,5.0,318.0,17.0,4.0,297.0,10.0
3145,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.4-simple/32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--dvb--dvb-usb--dvb-usb-a800.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c,0.0,0.0,4.51,16.12,6.45,0.0,0.0,33.54,27.74,0.0,0.0,9.03,36.12,0.0,1.93,14.19,0.0,16.12,9.03,3.22,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,6.0,547.0,7.0,1.0,539.0,10.0
